texto,tipo
"Obtuvimos sentencia condenatoria de 34 años de prisión contra dos responsables de robo y tentativa de homicidio, en taquería de Tuxtepec",Delito
Aprehenden a 2 implicados en robo de tiendas Oxxo,Delito
Adolescente es detenido por presunto homicidio de policía en la Costa,Delito
Obtiene FGEO sentencia de 7 años de prisión contra responsable del delito de violencia familiar cometida en la región del Istmo,Delito
Reportan 4 homicidios en Oaxaca,Delito
"Por el delito de abuso de autoridad cometido en 2010 en Santiago Pinotepa Nacional, obtuvimos sentencia condenatoria contra dos policías estatales",Delito
María Luisa: el feminicidio con ácido en Oaxaca que permanece en la impunidad,Delito
Motociclista en exceso de velocidad arrolla a dos menores y a una mujer en Tuxtla Gutiérrez,Delito
Imputados 3 hombres por homicidio y robo en Valles Centrales,Delito
Logramos enviar a prisión y vincular a proceso a tres probables responsables de homicidio de líder sindical,Delito
Revela Julio César Chávez que secuestraba a sus fans bajo efectos de la droga,Delito
La Liga el Mejor Futbol de Oaxaca reanuda sus actividades con duelos en las distintas categorías,Delito
Muere hombre debido a las graves lesiones que sufrió al ser atropellado en Ocotlán,Delito
"Obtuvimos sentencia condenatoria de 30 años de prisión contra 5 homicidas; delito cometido en 2019, en el Distrito de Choápam",Delito
Frustran robo de tramos de riel en inmediaciones de Juchitán,Delito
Reportan el robo de otra motocicleta en Loma Bonita,Delito
"Durante operativos aseguran drogas, dinero en efectivo y detienen a 5 personas",Delito
OAXACA: Robo por tercera ocasión a oficinas de Correos de México en Salina Cruz,Delito
Vinculan a proceso a El Cacho por homicidio de policía auxiliar,Delito
Golea Atlético de Madrid a Real Betis en duelo de mexicanos,Delito
"Encinas y Murat se comprometen a resarcir daños por la ""muerte legal"" de mil 13 comuneros",Delito
"[VIDEO] Ante 'brote'de robos y asaltos en Tuxtepec, la Policía Municipal, única en brindar apoyo social; la Policía Estatal no ayuda y sólo se disculpa por tener dos patrullas, revela mando",Delito
"Sale de prisión y lo detienen por el asesinato del exalcalde de Ejutla de Crespo, Oaxaca",Delito
"Tras doble asesinato en Atatlahuaca, Oaxaca, ingresa Guardia Nacional a zona de conflicto",Delito
OAXACA: Cae segundo implicado en asesinato del ex presidente de Ejutla,Delito
Detenido imputado en el homicidio del exedil de Ejutla,Delito
"Detiene SSP a dos por presuntos delitos contra la salud, en Coatzacoalcos",Delito
Sentencian a 8 años de cárcel a 2 por robo de vehículo,Delito
Efectúan cateo en Valles Centrales; aseguran drogas y detienen a uno,Delito
"En prisión y vinculado a proceso, segundo probable homicida de elemento de la PABIC; delito cometido en la Costa",Delito
Condena Congreso de Oaxaca asesinato de Enrique Pacheco Martínez,Delito
"En prisión y vinculado a proceso 'El Pona', segundo probable implicado en el delito de desaparición de personas, cometido en Tlacolula",Delito
"En Atzompa, Agencia Estatal de Investigaciones desarticula banda dedicada al robo de vehículos; detiene en flagrancia a 3 personas, asegura vehículos y droga",Delito
Reportan quema de viviendas y asesinato de cinco personas en Atatlahuca.,Delito
"Por el delito de violencia familiar, aprehendimos y presentamos ante juez a probable responsable: FGEO",Delito
La originaria de Ixtepec sancionó el duelo Juárez vs América de la Jornada 9,Delito
En menos de 24 horas se registraron dos feminicidios en Oaxaca,Delito
"Policías de Loma Bonita, frustrar robo domiciliario",Delito
Vinculan a proceso a imputado por homicidio de elemento de PABIC,Delito
"Inundaciones dejan daños en viviendas, cultivos, caminos y puentes de 17 municipios de Oaxaca",Delito
"Recupera SSP 12 unidades vehiculares con reporte de robo, hay tres detenidos",Delito
Millonario robo a casa de empeño en Salina Cruz,Delito
Continúa investigación del asesinato de la exalcaldesa de Veracruz y su hija: Cuitláhuac García,Delito
Logramos auto de formal prisión contra homicida; delito cometido en 2009 en la región de la Costa,Delito
Tipifica Congreso delito de fraude a migrantes indocumentados,Delito
Libros de ayer y hoy | Teresa Gil | El aborto,Delito
FGEO logra sentencia de 90 años de prisión contra multihomicida; delito cometido en Putla Villa de Guerrero,Delito
"En lo que va de la pandemia, suman 146 fallecidos por COVID-19 en HuajuapanS",Deportes
Antonio Rangel y la crisis de los 30 años como vendedor triciclero de las canchas de fútbol del muro bulevar de TuxtepecS,Deportes
Las lluvias provocan daños en red de carreteras y caminos en la CuencaS,Deportes
Convocan en redes sociales a rodada contra obra de modernización en Símbolos PatriosS,Deportes
Cuando el dolor se vuelve fuerza: ellas son las madres de las víctimas de feminicidio que luchan por justiciaS,Deportes
"Jessica Anahí, amiga del balón, nació en cuna de familia futbolistasS",Deportes
"Recibe juez amparo de clínica del ISSSTE, se dictará sentencia próximamenteS",Deportes
Lanza San Mateo del Mar llamado de alerta por COVID-19; carecen de clínica e insumos médicosS,Deportes
"Fabricio, pequeño guerrero de Oaxaca que lucha contra el CitomegalovirusS",Deportes
"En Oaxaca, promueven amparos para que 200 niños reciban la vacuna anticovidS",Deportes
"Conductor que se desplazaba a exceso de velocidad, se impacta contra montículos de tierra en TapanatepecS",Deportes
Halla PGJE de Tlaxcala cuerpo de profesor desaparecido hace más de dos años: estaba en su anfiteatroS,Deportes
Combinados tuvo un espectacular regreso en la Liga de Futbol del SurS,Deportes
Pide Canacope acciones contra robos a comercios; al menos 647 negocios han sido víctima de asaltosS,Deportes
En 10 tripulaciones habrá participación de pilotos y navegantes locales en el Rally Sierra Juárez 2021S,Deportes
Diosa Quimera celebra a lo grande cinco años en la lucha libreS,Deportes
Vacuna antiCOVID provoca aglomeraciones en Tlaxiaco; pobladores soportaron las inclemencias del climaS,Deportes
"Alejandra, de 36 años, ató una cuerda a su cuello y se mató en Sola de Vega, OaxacaS",Deportes
Promueve José Alfredo Nicolás Vera el interés por el futbol en las nuevas generacionesS,Deportes
Proyecto MIN combate deserción escolar con reutilización de equipo de computo en OaxacaS,Deportes
"Organizaciones de la sociedad civil, manifestaron su rechazo a la despenalización del aborto en MéxicoS",Deportes
"Graban a delincuentes que asaltaron laboratorio en Juchitán, OaxacaS",Deportes
Guardianes representarán a Oaxaca en un campeonato nacional de beisbolS,Deportes
Protestan taxistas por asaltos en Huajuapan; exigen mayor seguridadS,Deportes
"Dos varones de 16 y 18 años de edad murieron ahogados en una poza de Emiliano Zapata, VeracruzS",Deportes
"Luego de accidente, abandonan taxi en un barranco de Huajuapan de León, OaxacaS",Deportes
Pasajero muere dentro de un taxi de Xoxocotlán por paro cardiacoS,Deportes
Billy Álvarez queda fuera de la Cooperativa Cruz AzulS,Deportes
"Continúan robando tuberías y medidores, para el suministro de agua potable en Ixtepec.S",Deportes
UNACH pone en marcha Congreso Mesoamericano de InvestigaciónS,Manifestaciones
Le dio un paro cardíaco a trabajador de autolavado en TuxtlaS,Deportes
Vehículo de villa Olímpica arrolla a atleta paralímpico de judo y acaba con su sueño en TokioS,Deportes
"El Huipil de Valle Nacional, en peligro de extinción; solo ocho personas luchan por su rescateS",Deportes
Consiguen Chapulineros de Oaxaca contundente victoria sobre Halcones de QuerétaroS,Deportes
Gana Karina Sosa premio Primera Novela 2021 con Caballo fantasmaS,Deportes
Luto en el beisbol: fallece Nemorio MéndezS,Deportes
Con participación responsable de todos tendremos un regreso a clases seguroS,Deportes
ARRANCA EN SEPTIEMBRE LA TEMPORADA DE PESCA CAMARONERA EN SALINA CRUZ.S,Deportes
Impulsan red de cuidados paliativos en Hospitales Generales de OaxacaS,Deportes
Piden reconstruir escuela en CintalapaS,Deportes
Ganan Cordero-Hernández la Carrera Panamericana 2021S,Deportes
Fuertes lluvias provocaron daños en Tuxtla GutiérrezS,Deportes
Rama cae sobre cables de energía eléctrica en San Martín MexicapanS,Deportes
En agosto 316 personas se contagiaron de Covid en HuajuapanS,Deportes
Poncho encuentra un equipo con sed de revancha: Jairo GonzálezS,Deportes
Levantan confinamiento voluntario en San Pedro YucunamaS,Deportes
Rinde protesta Lorena Cuéllar como Gobernadora de TlaxcalaS,Deportes
"Detienen a dos en Juchitán y aseguraron droga, municiones y dineroS",Deportes
Salud federal responderá amparos de vacunas a menores de edad: Nancy OrtizS,Deportes
Banorte deberá de devolver 19. 6 de mdp al ayuntamiento de HuajuapanS,Deportes
Piden mantener medidas sanitarias en festejos patriosS,Deportes
Para Centro de Transfusión Sanguínea de Oaxaca por falta de insumosS,Deportes
Piden Servicios de Salud evitar aglomeraciones en festejos patriosS,Deportes
Inicia torneo infantil de futbol en JuchitánS,Deportes
Bloquean Niños Héroes a la altura del IMSS en la ciudad de OaxacaS,Deportes
"[VIDEO] Luego de parar la obra, comerciantes Tuxtepecanos lograron que empresa que rehabilita el sistema de agua potable trabaje de madrugadaS",Deportes
Periodismo deportivo con enfoque de género para un mundo más igualitarioS,Deportes
"Pierde la vida por COVID el luchador de Oaxaca, ""El Monarca""S",Deportes
"'Paliativos', apoyos a artesanos durante la pandemia, revela FONARTS",Deportes
Cierran Semovi de Símbolos Patrios por contagios de CovidS,Deportes
Solicitan ayuda para localizar a joven desaparecido en HuajuapanS,Deportes
Mujer se ahoga intentando salvar a dos personas en playa de Brasil; ellos lograron sobrevivirS,Deportes
Itinerario político | Ricardo Alemán | La traición al PRI y PANS,Deportes
Alebrijes continúa sin poder ganar: empata sin goles en partido contra Raya2S,Deportes
Reporta SEP 528 escuelas afectadas tras el terremoto de 7. 1S,Deportes
Retiran a ambulantes para ceremonia del Grito en OaxacaS,Deportes
"A Valdemar lo amarraron de pies y manos y lo ejecutaron; su cadáver lo tiraron en carretera federal de Tapanatepec, OaxacaS",Deportes
Mantienen alerta por mar de fondo en la Costa de OaxacaS,Deportes
En Chiapas analizan escuelas que regresaron a clases presencialesS,Deportes
"Ante paro de labores, Hospital ""Dr. Macedonio Benítez Fuentes"" de Juchitán se llena de desechosS",Deportes
"Aún con amparo, niegan vacuna anticovid a menor con diabetesS",Deportes
"Oaxaca, presente en Polonia a través de la pintura de Jesús GonzálezS",Deportes
10 frases que aplicamos cuando queremos 'cortar'a alguienS,Deportes
Advierten expertas de la UNAM que el regreso a clases presenciales podría ocasionar trastornosS,Deportes
"Para octubre, espera Oaxaca derrama de 15 mdp por Carrera Panamericana: Secretaría de TurismoS",Deportes
Piden cancelar festejos patrios masivos en municipios de OaxacaS,Deportes
[VIDEO]Policía vial intercepta autobuses con más de 200 migrantes centroamericanos en OaxacaS,Deportes
Susana Fuentes acudió al Campeonato de 1° FuerzaS,Deportes
"VIDEO | ""De un bocado"", hombre utiliza cubreboca para comer anillos y robarlos de una joyería en PueblaS",Deportes
No hay daños en comunidades ni en la red carretera por lluvias en la CostaS,Deportes
Indajani vence al líder Guerreros en choque de la Liga de Futbol de Santo Domingo TehuantepecS,Deportes
"TIJUANA: Joven de 18 años, el principal sospechoso de asesinar a su bebé a golpesS",Deportes
Acuerda Canirac alternativas para no recortar empleos durante desplome de turismoS,Deportes
Istmeño Alexis Elbor Alfaro imparte justicia en la LMBS,Deportes
Correrán este sábado el Rally Sierra Juárez OAC 2021S,Deportes
Casi 10 mil menores se contagiaron en regreso a clases presenciales: SSaS,Deportes
Impulsa Conade Mundial de Beisbol Sub 23S,Deportes
"Se forma tormenta tropical ""Nicholas"", en el Golfo de México: ConaguaS",Desastres naturales
Alejarse de ríos y montañas ante intensas lluvias: RECS,Deportes
Yalitza Aparicio viaja a Puebla y visita las Cascadas ArcoirisS,Deportes
"En Oaxaca, no se detectaron casos de covid-19 en primera semana de clases: IEEPOS",Deportes
Gabriel García Hernández y Alejandro Del Valle intentaron privatizar los Centros de BienestarS,Deportes
Sujetos desconocidos saquean domicilio ajeno durante la madrugada en HuajuapanS,Deportes
"En Oaxaca lanzan programa para obtener créditos exclusivamente para equipos de refrigeración, con cargo al recibo de energía eléctrica.S",Deportes
Taxistas sufren accidente en calle Casimiro Ramírez de HuajuapanS,Deportes
Alebrijes de Oaxaca y Compañía Minera Cuzcatlán establecen alianza en favor del desarrollo del deporte en OaxacaS,Deportes
Va el luchador oaxaqueño Érick Uriel Barroso busca boleto a los Panamericanos en ColombiaS,Deportes
"Charlas, deporte & caféS",Deportes
La atleta de Oaxaca Cecilia Ramírez triunfa en el Campeonato Mundial de TriatlónS,Deportes
Siete lesionados en accidente automovilístico en CintalapaS,Deportes
Pollero llevaba cuatro centroamericanos; lo detienen y encarcelan en OaxacaS,Deportes
"Aprehende Fiscalía General a segundo probable responsable del triple homicidio en bar 'La Parranda', en Juchitán de ZaragozaS",Deportes
Coyula recupera terreno y consigue su tercera victoria al doblegar a Beisbol SportS,Deportes
‘Depor’ y Santos FC sostuvieron amistoso en Tuxtla GutiérrezS,Deportes
"Se cumple una década de impunidad, a balazos le quitaron la vida al ex Presidente de Tuxtepec Gustavo PachecoS",Deportes
Teléfono rojo | José Ureña | Marko hunde al PANS,Deportes
'Toda la fuerza Institucional para hacer justicia y capturar a homicidas de Agente; no detendremos las acciones contra la delincuencia': Fiscal GeneralS,Deportes
Conductor vuelca camioneta y la abandona en avenida San FelipeS,Deportes
"A prisión y vinculado a proceso probable delincuente que robó equipo en escuela para extranjeros, en Oaxaca de JuárezS",Deportes
Este es el programa de la ceremonia 'excepcional'del Grito de Independencia de AMLOS,Deportes
"Aprehende Fiscalía General probable responsable del triple homicidio cometido en el bar 'La Parranda', en Juchitán de ZaragozaS",Deportes
"Investiga Fiscalía General triple homicidio cometido en San Marcial Ozolotepec, Distrito de MiahuatlánS",Deportes
"Obtuvimos sentencia condenatoria de 44 años de prisión contra dos masculinos que intentaron privar de la vida a una mujer, en la región MixtecaS",Deportes
Cuauhtémoc Blanco es vinculado en una red de lavado de dinero y desvío de recursosS,Deportes
Van Cruz Azul y Rayados por boleto a la final de ConcachampionsS,Deportes
"Realizará Registro Civil registros de nacimientos gratuitos en la Sierra Sur, Istmo y Cuenca del PapaloapanS",Deportes
Mauricio Kuri garantiza que Gallos Blancos se quedará en QuerétaroS,Deportes
OAXACA: Buscaban comida para su familia y quedaron tras las rejasS,Deportes
Lluvias provocan inundaciones en 4 colonias de HuajuapanS,Desastres naturales
Detienen a 5 presuntos asaltantes en la ciudad de HuajuapanS,Deportes
Los taxis aéreos de la NASA ya iniciaron sus primeras pruebas de vueloS,Deportes
FGEO aprehende en Puebla a probables responsables de multihomicidio cometido en Oaxaca; ya están vinculados a procesoS,Deportes
En casos de homicidios continuaremos aprehendiendo a más responsables: Fiscal GeneralS,Deportes
Presentan al equipo de fútbol de tercera división profesional Antequera FCS,Deportes
"Oaxaca Juquilita va para la 54 Gran Carrera Ciclista de Yehualtepec, PueblaS",Deportes
Logramos otra sentencia condenatoria contra sujeto que intentó matar a una mujer; seguiremos luchando contra la impunidad: RVMS,Deportes
"[VIDEO] Violento domingo en Oaxaca: tres hombres son ejecutados, dos en la Costa y uno en la Cuenca del PapaloapanS",Deportes
"Tras ser detenidos en flagrancia, presentamos ante Juez a sujetos que privaron de su libertad a una persona, en jurisdicción de Ocotlán: FGEOS",Deportes
Obtiene Fiscalía General sentencia contra otro abusador sexual infantil en Oaxaca; no permitiremos impunidad: RVMS,Deportes
"A prisión y vinculado a proceso probable responsable de triple homicidio, en Putla Villa de GuerreroS",Deportes
"Fiscalía General detiene a probable líder delincuencial, en San Martín MexicapanS",Deportes
Entrega Fiscal General Rubén Vasconcelos Méndez uniformes y equipo táctico a elementos de la Agencia Estatal de InvestigacionesS,Deportes
"Fiscalía General aprehende y lleva a audiencia a probable responsable del delito de secuestro contra socios de la Cooperativa Cruz Azul, en el IstmoS",Deportes
"En prisión preventiva masculino que lesionó con disparo de arma de fuego a una mujer, en Ánimas Trujano: Fiscalía GeneralS",Deportes
Juego de ojos | Miguel Ángel Sánchez de Armas | AvándaroS,Deportes
En casos de abuso sexual infantil no habrá impunidad y continuaremos aprehendiendo a más responsables: RVMS,Deportes
Todos Santos XanduS,Deportes
"Logra Fiscalía General aprehender en Oaxaca a 'El Babas', probable líder criminal y responsable de diversos delitos cometidos en PueblaS",Deportes
"Seguro de Desempleo, viable para 2022: diputados federales por QuerétaroS",Deportes
Juez concede amparo a comunidades zapotecas; frenan central eólica Gunna Sicarú en OaxacaS,Deportes
"Tras cateo en Juchitán, Fiscalía General aprehende a probable homicida y lo presenta ante Juez; se le aseguraron armas, cartuchos y drogaS",Deportes
"Milo Vela, el reporterazo y genio de los titularesS",Deportes
A prisión dos masculinos que intentaron privar de la vida a una mujer; no daremos tregua en la violencia contra mujeres: FGEOS,Deportes
"Logra Fiscalía General aprehender a objetivo prioritario responsable de múltiples asaltos a tiendas Oxxo, en la región del Istmo y CostaS",Deportes
Reconoce Banco Interamericano de Desarrollo a la Fiscalía General por servicios digitales de atención a víctimas de violenciaS,Deportes
Autoriza Querétaro matrimonios entre personas del mismo sexoS,Deportes
Sin registrarse nuevos contagios de Covid 19 en escuelas de QuerétaroS,Deportes
Preparan feria del elote en HuajuapanS,Deportes
"[VIDEO] Alertan presunta captura arbitraria de hombre discapacitado y con Covid-19 en Tuxtepec; policías lo sacaron de su casa sin motivo, alega su familiaS",Deportes
Medallistas de Oaxaca van con todo para clasificar a los primeros Panamericanos Juveniles en ColombiaS,Deportes
"Gacelas, obra teatral de Tehuantepec, de gira nacional en Oaxaca y Puebla.S",Deportes
Se suman entidades a la lucha por la denominación de origen del mezcalS,Deportes
Advierten que el sexting es una forma de extorsión en HuajuapanS,Deportes
Fiscales y Procuradores acuerdan fortalecer la procuración de justicia en el país: Vasconcelos MéndezS,Deportes
"LOGRA FISCALÍA GENERAL VINCULAR A PROCESO A SUJETO ACUSADO DE HOMICIDIO, DETENIDO EN TLAXCALAS",Deportes
LOGRA FISCALÍA GENERAL DETENCIÓN DE PROBABLE HOMICIDA EN TLAXCALAS,Deportes
"Muere Sócrates Campus Lemus, ex activista del 68, en MonterreyS",Deportes
"A cuatro años del terremoto en Oaxaca, Juchitán sigue golpeado y heridoS",Deportes
"En Guadalajara, se ejecuta orden de aprehensión contra peligroso homicida.S",Deportes
Aseguran medalla equipos mexicanos en Mundial de Tiro con ArcoS,Deportes
Beneficia IEEPO con mobiliario y equipo a 64 escuelas de la región del IstmoS,Deportes
"En menos de 24 horas se registraron sismos en 12 estados de México, fenómeno pocas veces vistoS",Deportes
Ocultaron deuda pública en cuatro municipios de Oaxaca durante este 2021: OsfeoS,Deportes
Congreso de Oaxaca declara Velas Istmeñas como patrimonio cultural inmaterial del estadoS,Deportes
Robo de 30 pesos mantiene en prisión a adulto octogenario en TlalpanS,Deportes
Confían en recuperación económica tras inundaciones en QuerétaroS,Desastres naturales
Supera su nivel máximo presa de Yosocuta en HuajuapanS,Deportes
"Vacunan contra Covid-19 a otros 15 niños en Oaxaca, gracias a amparos contra el gobierno federalS",Deportes
"Un terremoto de magnitud 7, 1 sacude el centro de MéxicoS",Deportes
Grupos de presión universitarios dejan sin transporte a usuariosS,Deportes
"En Querétaro, muere por Covid bebé de nueve meses de nacidoS",Deportes
"Lo asesinan con múltiples disparos de armas de asalto, en TuxpanS",Deportes
Soldados se pasaron de la raya: fueron detenidos por oficiales de aduanales en EUS,Deportes
"‘¡Otra más!’, amenaza regidor de Pachuca acusado de lucrar con rastro municipalS",Deportes
Explota paquete-bomba en vivienda de PueblaS,Deportes
"En Acapulco, ya colocaron el letrero de la Secretaría de Salud federalS",Deportes
La UNAM anuncia el regreso parcial a clases presenciales por el semáforo amarilloS,Deportes
Señalizan deslave en carretera de Santos Reyes NopalaS,Deportes
Retumba el nombre de Oaxaca en la Copa Nacional de Ciclismo de MontañaS,Deportes
Confiesa Pelé que le detectaron un tumor en el colonS,Deportes
Tigres se consolida en el liderato de la Liga Neza Guete de futbol nueveS,Deportes
"Ruckitos de Valles Centrales, campeones del Cuadrangular de Beisbol de 50 Años y MásS",Deportes
New Town Sport logra su primer título en la Liga La Reta de futbol sieteS,Deportes
Liberaron a 14 militares detenidos en frontera de Chihuahua con EEUU; uno portaba marihuanaS,Deportes
"En el abandono total la ciudad de Oaxaca, ahora se llena de basura.S",Deportes
Wolverhampton asume el trono de categoría sub 15 de la Liga Galaxia de futbol rápidoS,Deportes
Entrega el IEEPO mobiliario y equipo a 64 escuelas del IstmoS,Deportes
Gana oaxaqueña Campeonato Nacional Selectivo Señor y Señorita México 2021 NabbaS,Deportes
México futbolísticamente puede dar más: Jorge TheilerS,Deportes
Tecnológico se lleva el triunfo en la jornada 8 del torneo de futbol de veteranosS,Deportes
"El futbol lo hace soñar, David Villalobos busca defender en un equipo profesionalS",Deportes
Mártires marcha invicto tras duelo vs Barrio Nueve en la jornada 5 de la Liga Municipal de FutbolS,Deportes
Continúa la disputa del Mole de Caderas entre Oaxaca y PueblaS,Deportes
Istmeño Alfredo Luises un árbitro enamorado del voleibol; logró ser acreditado por la FederaciónS,Deportes
Logra estudiante de 13 años amparo para recibir vacuna contra Covid 19S,Deportes
Conmemoran el cuarto aniversario del terremoto del 2017 en JuchitánS,Deportes
Reportan sin daños por sismo en HuajuapanS,Desastres naturales
Mujer termina lesionada tras derrapar con su motocicleta en carretera de HuajuapanS,Deportes
"Activan torneos oficiales de futbol en el Istmo, Costa y Cuenca del PapaloapanS",Deportes
Preparan el primer Torneo Nacional de Salto de Cuerda Acrobático 2021S,Deportes
"Piratas, campeón del Estatal de beisbolS",Deportes
Acuerdan ingreso de brigadas forestales para atender su zona boscosaS,Deportes
'Salina Cruz'una ciudad cultural además de industrial y el sacerdote José de Jesús Gutiérrez.S,Deportes
Continúan suspendidos deportes de conjunto en TuxtepecS,Deportes
Acuerdan Santo Domingo y San Pedro el Alto ingreso de brigadas forestalesS,Deportes
Realizan inspección sorpresiva en penal varonil de Tanivet para asegurar objetos peligrososS,Deportes
Recuerdan a víctimas del terremoto del 7 de septiembre de 2017 en el Congreso localS,Deportes
Alertan por trampa de avisos falsos de empleo en Oaxaca; revelan el modus operandiS,Deportes
Deja 10 lesionados autobús que se salió de la carretera La Tinaja-CosamaloapanS,Deportes
Onda tropical 35 dejará lluvias constantes en la Cuenca del PapaloapanS,Deportes
"Por años, 2 jueces violaron a compañeras de trabajo, denuncia ZaldívarS",Deportes
Aplicarán vacunas antiCOVID para población rezagada mayor de 18 años en HuajuapanS,Deportes
Preocupa aumento de asaltos a turistas en Oaxaca; muchos ya no quieren visitar la ciudadS,Deportes
"Integración paritaria de Congreso de la unión, reflejo de lucha de las mujeresS",Deportes
"Descienden casos de Dengue, pero lucha contra el mosquito sigue en TuxtepecS",Deportes
Luces en el cielo durante terremoto ¿Qué es este fenómeno?S,Deportes
Logramos sentencia de 8 años de prisión contra dos sujetos que robaron un vehículo en el Distrito de TeotitlánS,Deportes
Van 150 réplicas por terremoto en AcapulcoS,Deportes
Oaxaqueñas vuelven a la arena para el Torneo Femenil de Voleibol de Playa en TolucaS,Deportes
Seguiremos trabajando para impulsar desarrollo en la Sierra Sur: MuratS,Deportes
Comienzan actividades de Licenciatura en Entrenamiento Deportivo de la UABJOS,Deportes
Tuzos de Pachuca van para las instalaciones de los tuzos selectivos oaxaqueñosS,Deportes
Personal del Hospital de Juchitán finaliza paro de labores tras llegar a acuerdos con SSOS,Deportes
Preparan actividades culturales de grupos originarios de Canadá y OaxacaS,Deportes
Seguiremos trabajando para impulsar el desarrollo en la Sierra Sur: AMHS,Deportes
¡Se salvaron de milagro! Carambola de siete vehículos en la capitalS,Deportes
Entregan medalla Antonio de León a Fundación Alfredo Helú por aportación a HuajuapanS,Deportes
Padece insomnio 30 por ciento de la población en México: UNAMS,Deportes
"(Video)Niño de 14 años, una de las víctimas mortales del choque de tráiler en caseta México-PueblaS",Deportes
Devela Sección 59 placa honorífica en escuela emblemática de la Cuenca del PapaloapamS,Deportes
Piden apoyo para localizar a joven deportista oaxaqueñoS,Deportes
Calvario en carretera y acceso al aeropuerto de Oaxaca por bloqueo de organizacionesS,Bloqueos
Vela Poder Judicial por respeto de los derechos de las mujeres indígenasS,Deportes
"¡Cuidado!, hay un gran bache en Genaro V. Vásquez, en XochimilcoS",Deportes
Negociazo con amparos para vacuna: abogados piden de 30 a 50 mil pesos en SLPS,Deportes
Incomunica INM en Cancún a 6 deportistas rusosS,Deportes
Les entregan una pierna humana en lugar del cuerpo de su bebé fallecido en Hospital de HuajuapanS,Deportes
"Deportistas con discapacidad visual, con clasificación médica para ParanacionalesS",Deportes
Arrancan las actividades de la Licenciatura en Entrenamiento Deportivo de la UABJOS,Deportes
"Edificios abandonados del Centro Histórico de Oaxaca, trampas mortales para los ciudadanosS",Deportes
"Asesinan a balazos a varón y abandonan su cadáver en la vía pública, en Coatzacolacos, VeracruzS",Deportes
La UABJO amplía lazos de colaboración en el ámbito deportivo con Juchitán de ZaragozaS,Deportes
Motociclista en exceso de velocidad arrolla a dos menores y a una mujer en Tuxtla GutiérrezS,Deportes
Presenta Incude Oaxaca convocatoria del Premio Estatal del Deporte 2021S,Deportes
Desmiente familia de deportista que haya aparecidoS,Deportes
Confirman que era el tesorero de San Martín Peras a quien mataron en asaltoS,Deportes
"Desaparece medallista nacional de taekwondo en Etla, OaxacaS",Deportes
"Hallaron mariguana en Huatulco, ¡en una caja de cereal!S",Deportes
Busca lucha olímpica Premio Estatal del DeporteS,Deportes
Hoy se realizará carrera en la modalidad de short track en San Antonino Castillo VelascoS,Deportes
Chapulineros de Oaxaca visita al débil Industriales de Naucalpan en la fecha cuatro del Torneo 2021S,Deportes
Revela Julio César Chávez que secuestraba a sus fans bajo efectos de la drogaS,Deportes
"México, campeón de la Copa Panamericana de voleibol de salaS",Deportes
Rey Apocalipsis: el luchador veracruzano que hizo historia en OaxacaS,Deportes
Atlas vence a Monterrey y corta mala rachaS,Deportes
Buscan a una menor de 13 años desaparecida en HuajuapanS,Deportes
"Entregan apoyos al sector pesquero en Arriaga, Tonalá y PijijiapanS",Deportes
Necesario dragar río PapalopanS,Deportes
Cae barda y lesiona a menor de edad en San Martín MexicapanS,Deportes
"En 2 años, médicos no han dado tregua a su compromiso con la salud: UNAMS",Deportes
"""Nudo Mixteco"", de Ángeles Cruz, gana Premio del Jurado en el Vancouver Latin American Film FestivalS",Deportes
Entrega el IEEPO equipo y material escolar en el IstmoS,Deportes
Asesinan a dos mujeres y un hombre en San Pedro TotolapanS,Deportes
Sindicato 'Lázaro Cárdenas'del éxito a su casi desaparición en Loma BonitaS,Deportes
Wolverhampton estrena la corona en liga Galaxia de futbol rápidoS,Deportes
'Hormigas de Ixtepec'a luchar por medalla en Juegos nacionales de básquetbol 3x3S,Deportes
"Remedios que sí funcionan para la ""cruda"", tras los festejos patriosS",Deportes
La Liga el Mejor Futbol de Oaxaca reanuda sus actividades con duelos en las distintas categoríasS,Deportes
Cae delincuente que ofreció celular en Facebook para cometer asaltoS,Deportes
Oaxaca será anfitrión de boxeadores de Hidalgo para llegar al Nacional de GuadalajaraS,Deportes
"Vania tira sus mejores patadas para llegar a los Panamericanos Junior de Cali, Colombia 2021S",Deportes
"OAXACA: En abandono Hospital Civil, área de lavado frenada por falta de gasS",Deportes
Los elefantes blancos en el istmo que se mantienen abandonados después de tres sexenios (Primera parte )S,Deportes
Calvario y Panteón viejo toman ventaja en play off del 'taladxi'S,Deportes
Logra ISSSTE remodelar y ampliar 59 unidades médicas del paísS,Deportes
Abandonan maleta con restos humanos en VeracruzS,Deportes
Se formó la tormenta tropical Nicholas en el Golfo de MéxicoS,Desastres naturales
Dos varones son asesinados en la colonia San José de Martínez de la TorreS,Deportes
"Un pastor evangélico pretendía arrojarse al vacío, en CintalapaS",Deportes
Emiliano basquetbolista juchiteco becado por Instituto Madero de PueblaS,Deportes
Vecinos de Tlacolula denunciaron en redes sociales al presunto responsable del atropellamiento de PablitoS,Deportes
Varón roba tenis de tienda departamental y es detenido por la policía de TuxtepecS,Deportes
Cae vehículo desde un puente en Monterrey; conductor sale ilesoS,Deportes
Moctezuma y Pumas-Istmo golean en la súper liga de futbolS,Deportes
Joven hidalguense muere ahogado en playas de TuxpanS,Deportes
En Chiapas presentan convocatoria al Premio Estatal del DeporteS,Deportes
